"frontline_level","band","level_in_band","incoming_pressure_multiplier","defense_output_multiplier","pressure_capacity_multiplier","progress_requirement_multiplier","reward_multiplier","sample_push_pressure_per_second","sample_base_defense_per_second","sample_push_gold_per_minute","sample_push_scrap_per_minute","milestone_gold","milestone_scrap","next_band_level"
"434","44","3","1000000000","9337541.829789","2151411.852179","42916271.070648","42916271.070648","13000000000","121388043.787","1480611351.937","197414846.925","0","0","441"
"435","44","4","1000000000","9554693.965366","2228247.989757","44782195.899807","44782195.899807","13000000000","124211021.55","1544985758.543","205998101.139","0","0","441"
"436","44","5","1000000000","9771846.100942","2305084.127335","46648120.728966","46648120.728966","13000000000","127033999.312","1609360165.149","214581355.353","0","0","441"
"437","44","6","1000000000","9988998.236519","2381920.264913","48514045.558124","48514045.558124","13000000000","129856977.075","1673734571.755","223164609.567","0","0","441"
"438","44","7","1000000000","10206150.372095","2458756.402491","50379970.387283","50379970.387283","13000000000","132679954.837","1738108978.361","231747863.782","0","0","441"
"439","44","8","1000000000","10423302.507672","2535592.540069","52245895.216442","52245895.216442","13000000000","135502932.6","1802483384.967","240331117.996","0","0","441"
"440","44","9","1000000000","10640454.643248","2612428.677646","54111820.0456","54111820.0456","13000000000","138325910.362","1866857791.573","248914372.21","0","0","441"
"441","45","0","1000000000","12594823.863436","2689264.815224","55977744.874759","55977744.874759","13000000000","163732710.225","1931232198.179","257497626.424","2147483647","2147483647","451"
"442","45","1","1000000000","12909694.460022","2796835.407833","58776632.118497","58776632.118497","13000000000","167826027.98","2027793808.088","270372507.745","0","0","451"
"443","45","2","1000000000","13224565.056608","2904406.000442","61575519.362235","61575519.362235","13000000000","171919345.736","2124355417.997","283247389.066","0","0","451"
"444","45","3","1000000000","13539435.653194","3011976.593051","64374406.605973","64374406.605973","13000000000","176012663.492","2220917027.906","296122270.387","0","0","451"
"445","45","4","1000000000","13854306.24978","3119547.18566","67173293.849711","67173293.849711","13000000000","180105981.247","2317478637.815","308997151.709","0","0","451"
"446","45","5","1000000000","14169176.846366","3227117.778269","69972181.093449","69972181.093449","13000000000","184199299.003","2414040247.724","321872033.03","0","0","451"
"447","45","6","1000000000","14484047.442952","3334688.370878","72771068.337186","72771068.337186","13000000000","188292616.758","2510601857.633","334746914.351","0","0","451"
"448","45","7","1000000000","14798918.039538","3442258.963487","75569955.580924","75569955.580924","13000000000","192385934.514","2607163467.542","347621795.672","0","0","451"
"449","45","8","1000000000","15113788.636124","3549829.556096","78368842.824662","78368842.824662","13000000000","196479252.27","2703725077.451","360496676.993","0","0","451"
"450","45","9","1000000000","15428659.23271","3657400.148705","81167730.0684","81167730.0684","13000000000","200572570.025","2800286687.36","373371558.315","0","0","451"
"451","46","0","1000000000","18262494.601983","3764970.741314","83966617.312138","83966617.312138","13000000000","237412429.826","2896848297.269","386246439.636","2147483647","2147483647","461"
"452","46","1","1000000000","18719056.967032","3915569.570967","88164948.177745","88164948.177745","13000000000","243347740.571","3041690712.132","405558761.618","0","0","461"
"453","46","2","1000000000","19175619.332082","4066168.400619","92363279.043352","92363279.043352","13000000000","249283051.317","3186533126.996","424871083.599","0","0","461"
"454","46","3","1000000000","19632181.697132","4216767.230272","96561609.908959","96561609.908959","13000000000","255218362.063","3331375541.859","444183405.581","0","0","461"
"455","46","4","1000000000","20088744.062181","4367366.059924","100759940.774566","100759940.774566","13000000000","261153672.808","3476217956.723","463495727.563","0","0","461"
"456","46","5","1000000000","20545306.427231","4517964.889577","104958271.640173","104958271.640173","13000000000","267088983.554","3621060371.586","482808049.545","0","0","461"
"457","46","6","1000000000","21001868.79228","4668563.719229","109156602.50578","109156602.50578","13000000000","273024294.3","3765902786.449","502120371.527","0","0","461"
"458","46","7","1000000000","21458431.15733","4819162.548882","113354933.371387","113354933.371387","13000000000","278959605.045","3910745201.313","521432693.508","0","0","461"
"459","46","8","1000000000","21914993.522379","4969761.378534","117553264.236993","117553264.236993","13000000000","284894915.791","4055587616.176","540745015.49","0","0","461"
"460","46","9","1000000000","22371555.887429","5120360.208187","121751595.1026","121751595.1026","13000000000","290830226.537","4200430031.04","560057337.472","0","0","461"
"461","47","0","1000000000","26480617.172875","5270959.03784","125949925.968207","125949925.968207","13000000000","344248023.247","4345272445.903","579369659.454","2147483647","2147483647","471"
"462","47","1","1000000000","27142632.602197","5481797.399353","132247422.266618","132247422.266618","13000000000","352854223.829","4562536068.198","608338142.426","0","0","471"
"463","47","2","1000000000","27804648.031519","5692635.760867","138544918.565028","138544918.565028","13000000000","361460424.41","4779799690.493","637306625.399","0","0","471"
"464","47","3","1000000000","28466663.460841","5903474.12238","144842414.863438","144842414.863438","13000000000","370066624.991","4997063312.789","666275108.372","0","0","471"
"465","47","4","1000000000","29128678.890163","6114312.483894","151139911.161849","151139911.161849","13000000000","378672825.572","5214326935.084","695243591.345","0","0","471"
"466","47","5","1000000000","29790694.319484","6325150.845407","157437407.460259","157437407.460259","13000000000","387279026.153","5431590557.379","724212074.317","0","0","471"
"467","47","6","1000000000","30452709.748806","6535989.206921","163734903.75867","163734903.75867","13000000000","395885226.734","5648854179.674","753180557.29","0","0","471"
"468","47","7","1000000000","31114725.178128","6746827.568435","170032400.05708","170032400.05708","13000000000","404491427.316","5866117801.969","782149040.263","0","0","471"
"469","47","8","1000000000","31776740.60745","6957665.929948","176329896.35549","176329896.35549","13000000000","413097627.897","6083381424.264","811117523.235","0","0","471"
"470","47","9","1000000000","32438756.036772","7168504.291462","182627392.653901","182627392.653901","13000000000","421703828.478","6300645046.56","840086006.208","0","0","471"
"471","48","0","1000000000","38396894.900669","7379342.652975","188924888.952311","188924888.952311","13000000000","499159633.709","6517908668.855","869054489.181","2147483647","2147483647","481"
"472","48","1","1000000000","39356817.273186","7674516.359094","198371133.399927","198371133.399927","13000000000","511638624.551","6843804102.297","912507213.64","0","0","481"
"473","48","2","1000000000","40316739.645702","7969690.065213","207817377.847542","207817377.847542","13000000000","524117615.394","7169699535.74","955959938.099","0","0","481"
"474","48","3","1000000000","41276662.018219","8264863.771332","217263622.295158","217263622.295158","13000000000","536596606.237","7495594969.183","999412662.558","0","0","481"
"475","48","4","1000000000","42236584.390736","8560037.477451","226709866.742773","226709866.742773","13000000000","549075597.08","7821490402.626","1042865387.017","0","0","481"
"476","48","5","1000000000","43196506.763252","8855211.18357","236156111.190389","236156111.190389","13000000000","561554587.922","8147385836.068","1086318111.476","0","0","481"
"477","48","6","1000000000","44156429.135769","9150384.889689","245602355.638004","245602355.638004","13000000000","574033578.765","8473281269.511","1129770835.935","0","0","481"
"478","48","7","1000000000","45116351.508286","9445558.595808","255048600.08562","255048600.08562","13000000000","586512569.608","8799176702.954","1173223560.394","0","0","481"
"479","48","8","1000000000","46076273.880803","9740732.301927","264494844.533235","264494844.533235","13000000000","598991560.45","9125072136.397","1216676284.853","0","0","481"
"480","48","9","1000000000","47036196.253319","10035906.008046","273941088.980851","273941088.980851","13000000000","611470551.293","9450967569.839","1260129009.312","0","0","481"
"481","49","0","1000000000","55675497.60597","10331079.714165","283387333.428466","283387333.428466","13000000000","723781468.878","9776863003.282","1303581733.771","2147483647","2147483647","491"
"482","49","1","1000000000","57067385.046119","10744322.902732","297556700.09989","297556700.09989","13000000000","741876005.6","10265706153.446","1368760820.459","0","0","491"
"483","49","2","1000000000","58459272.486268","11157566.091299","311726066.771313","311726066.771313","13000000000","759970542.321","10754549303.61","1433939907.148","0","0","491"
"484","49","3","1000000000","59851159.926418","11570809.279865","325895433.442736","325895433.442736","13000000000","778065079.043","11243392453.774","1499118993.837","0","0","491"
"485","49","4","1000000000","61243047.366567","11984052.468432","340064800.11416","340064800.11416","13000000000","796159615.765","11732235603.939","1564298080.525","0","0","491"
"486","49","5","1000000000","62634934.806716","12397295.656999","354234166.785583","354234166.785583","13000000000","814254152.487","12221078754.103","1629477167.214","0","0","491"
"487","49","6","1000000000","64026822.246865","12810538.845565","368403533.457006","368403533.457006","13000000000","832348689.209","12709921904.267","1694656253.902","0","0","491"
"488","49","7","1000000000","65418709.687015","13223782.034132","382572900.12843","382572900.12843","13000000000","850443225.931","13198765054.431","1759835340.591","0","0","491"
"489","49","8","1000000000","66810597.127164","13637025.222698","396742266.799853","396742266.799853","13000000000","868537762.653","13687608204.595","1825014427.279","0","0","491"
"490","49","9","1000000000","68202484.567313","14050268.411265","410911633.471276","410911633.471276","13000000000","886632299.375","14176451354.759","1890193513.968","0","0","491"
"491","50","0","1000000000","80729471.528656","14463511.599832","425081000.1427","425081000.1427","13000000000","1049483129.873","14665294504.923","1955372600.656","2147483647","2147483647","501"
"492","50","1","1000000000","82747708.316873","15042052.063825","446335050.149835","446335050.149835","13000000000","1075720208.119","15398559230.169","2053141230.689","0","0","501"
"493","50","2","1000000000","84765945.105089","15620592.527818","467589100.15697","467589100.15697","13000000000","1101957286.366","16131823955.415","2150909860.722","0","0","501"
"494","50","3","1000000000","86784181.893305","16199132.991811","488843150.164105","488843150.164105","13000000000","1128194364.613","16865088680.662","2248678490.755","0","0","501"
"495","50","4","1000000000","88802418.681522","16777673.455805","510097200.17124","510097200.17124","13000000000","1154431442.86","17598353405.908","2346447120.788","0","0","501"
"496","50","5","1000000000","90820655.469738","17356213.919798","531351250.178375","531351250.178375","13000000000","1180668521.107","18331618131.154","2444215750.821","0","0","501"
"497","50","6","1000000000","92838892.257955","17934754.383791","552605300.18551","552605300.18551","13000000000","1206905599.353","19064882856.4","2541984380.853","0","0","501"
"498","50","7","1000000000","94857129.046171","18513294.847785","573859350.192645","573859350.192645","13000000000","1233142677.6","19798147581.646","2639753010.886","0","0","501"
"499","50","8","1000000000","96875365.834387","19091835.311778","595113400.19978","595113400.19978","13000000000","1259379755.847","20531412306.892","2737521640.919","0","0","501"
"500","50","9","1000000000","98893602.622604","19670375.775771","616367450.206914","616367450.206914","13000000000","1285616834.094","21264677032.139","2835290270.952","0","0","501"
"501","51","0","1000000000","117057733.716551","20248916.239764","637621500.21405","637621500.21405","13000000000","1521750538.315","21997941757.385","2933058900.985","2147483647","2147483647","511"
"502","51","1","1000000000","119984177.059465","21058872.889355","669502575.224752","669502575.224752","13000000000","1559794301.773","23097838845.254","3079711846.034","0","0","511"
"503","51","2","1000000000","122910620.402379","21868829.538945","701383650.235454","701383650.235454","13000000000","1597838065.231","24197735933.123","3226364791.083","0","0","511"
"504","51","3","1000000000","125837063.745293","22678786.188536","733264725.246157","733264725.246157","13000000000","1635881828.689","25297633020.992","3373017736.132","0","0","511"
"505","51","4","1000000000","128763507.088207","23488742.838127","765145800.256859","765145800.256859","13000000000","1673925592.147","26397530108.862","3519670681.182","0","0","511"
"506","51","5","1000000000","131689950.43112","24298699.487717","797026875.267562","797026875.267562","13000000000","1711969355.605","27497427196.731","3666323626.231","0","0","511"
"507","51","6","1000000000","134616393.774034","25108656.137308","828907950.278264","828907950.278264","13000000000","1750013119.062","28597324284.6","3812976571.28","0","0","511"
"508","51","7","1000000000","137542837.116948","25918612.786898","860789025.288967","860789025.288967","13000000000","1788056882.52","29697221372.469","3959629516.329","0","0","511"
"509","51","8","1000000000","140469280.459862","26728569.436489","892670100.299669","892670100.299669","13000000000","1826100645.978","30797118460.339","4106282461.378","0","0","511"
"510","51","9","1000000000","143395723.802776","27538526.086079","924551175.310372","924551175.310372","13000000000","1864144409.436","31897015548.208","4252935406.428","0","0","511"
"511","52","0","1000000000","169733713.889","28348482.73567","956432250.321074","956432250.321074","13000000000","2206538280.557","32996912636.077","4399588351.477","2147483647","2147483647","521"
"512","52","1","1000000000","173977056.736225","29482422.045097","1000000000","1000000000","13000000000","2261701737.571","34500000000","4600000000","0","0","521"
"513","52","2","1000000000","178220399.58345","30616361.354524","1000000000","1000000000","13000000000","2316865194.585","34500000000","4600000000","0","0","521"
"514","52","3","1000000000","182463742.430675","31750300.66395","1000000000","1000000000","13000000000","2372028651.599","34500000000","4600000000","0","0","521"
"515","52","4","1000000000","186707085.2779","32884239.973377","1000000000","1000000000","13000000000","2427192108.613","34500000000","4600000000","0","0","521"
"516","52","5","1000000000","190950428.125125","34018179.282804","1000000000","1000000000","13000000000","2482355565.627","34500000000","4600000000","0","0","521"
"517","52","6","1000000000","195193770.97235","35152118.592231","1000000000","1000000000","13000000000","2537519022.641","34500000000","4600000000","0","0","521"
"518","52","7","1000000000","199437113.819575","36286057.901658","1000000000","1000000000","13000000000","2592682479.654","34500000000","4600000000","0","0","521"
"519","52","8","1000000000","203680456.6668","37419997.211084","1000000000","1000000000","13000000000","2647845936.668","34500000000","4600000000","0","0","521"
"520","52","9","1000000000","207923799.514025","38553936.520511","1000000000","1000000000","13000000000","2703009393.682","34500000000","4600000000","0","0","521"
"521","53","0","1000000000","246113885.139049","39687875.829938","1000000000","1000000000","13000000000","3199480506.808","34500000000","4600000000","2147483647","2147483647","531"
"522","53","1","1000000000","252266732.267526","41275390.863136","1000000000","1000000000","13000000000","3279467519.478","34500000000","4600000000","0","0","531"
"523","53","2","1000000000","258419579.396002","42862905.896333","1000000000","1000000000","13000000000","3359454532.148","34500000000","4600000000","0","0","531"
"524","53","3","1000000000","264572426.524478","44450420.929531","1000000000","1000000000","13000000000","3439441544.818","34500000000","4600000000","0","0","531"
"525","53","4","1000000000","270725273.652954","46037935.962728","1000000000","1000000000","13000000000","3519428557.488","34500000000","4600000000","0","0","531"
"526","53","5","1000000000","276878120.781431","47625450.995926","1000000000","1000000000","13000000000","3599415570.159","34500000000","4600000000","0","0","531"
"527","53","6","1000000000","283030967.909907","49212966.029123","1000000000","1000000000","13000000000","3679402582.829","34500000000","4600000000","0","0","531"
"528","53","7","1000000000","289183815.038383","50800481.062321","1000000000","1000000000","13000000000","3759389595.499","34500000000","4600000000","0","0","531"
"529","53","8","1000000000","295336662.166859","52387996.095518","1000000000","1000000000","13000000000","3839376608.169","34500000000","4600000000","0","0","531"
"530","53","9","1000000000","301489509.295336","53975511.128716","1000000000","1000000000","13000000000","3919363620.839","34500000000","4600000000","0","0","531"
"531","54","0","1000000000","356865133.451622","55563026.161913","1000000000","1000000000","13000000000","4639246734.871","34500000000","4600000000","2147483647","2147483647","541"
"532","54","1","1000000000","365786761.787912","57785547.20839","1000000000","1000000000","13000000000","4755227903.243","34500000000","4600000000","0","0","541"
"533","54","2","1000000000","374708390.124203","60008068.254866","1000000000","1000000000","13000000000","4871209071.615","34500000000","4600000000","0","0","541"
"534","54","3","1000000000","383630018.460493","62230589.301343","1000000000","1000000000","13000000000","4987190239.986","34500000000","4600000000","0","0","541"
"535","54","4","1000000000","392551646.796784","64453110.347819","1000000000","1000000000","13000000000","5103171408.358","34500000000","4600000000","0","0","541"
"536","54","5","1000000000","401473275.133074","66675631.394296","1000000000","1000000000","13000000000","5219152576.73","34500000000","4600000000","0","0","541"
"537","54","6","1000000000","410394903.469365","68898152.440772","1000000000","1000000000","13000000000","5335133745.102","34500000000","4600000000","0","0","541"
"538","54","7","1000000000","419316531.805656","71120673.487249","1000000000","1000000000","13000000000","5451114913.474","34500000000","4600000000","0","0","541"
"539","54","8","1000000000","428238160.141946","73343194.533725","1000000000","1000000000","13000000000","5567096081.845","34500000000","4600000000","0","0","541"
"540","54","9","1000000000","437159788.478237","75565715.580202","1000000000","1000000000","13000000000","5683077250.217","34500000000","4600000000","0","0","541"
"541","55","0","1000000000","517454443.504851","77788236.626679","1000000000","1000000000","13000000000","6726907765.563","34500000000","4600000000","2147483647","2147483647","551"
"542","55","1","1000000000","530390804.592473","80899766.091746","1000000000","1000000000","13000000000","6895080459.702","34500000000","4600000000","0","0","551"
"543","55","2","1000000000","543327165.680094","84011295.556813","1000000000","1000000000","13000000000","7063253153.841","34500000000","4600000000","0","0","551"
"544","55","3","1000000000","556263526.767715","87122825.02188","1000000000","1000000000","13000000000","7231425847.98","34500000000","4600000000","0","0","551"
"545","55","4","1000000000","569199887.855337","90234354.486947","1000000000","1000000000","13000000000","7399598542.119","34500000000","4600000000","0","0","551"
"546","55","5","1000000000","582136248.942958","93345883.952014","1000000000","1000000000","13000000000","7567771236.258","34500000000","4600000000","0","0","551"
"547","55","6","1000000000","595072610.030579","96457413.417081","1000000000","1000000000","13000000000","7735943930.398","34500000000","4600000000","0","0","551"
"548","55","7","1000000000","608008971.1182","99568942.882149","1000000000","1000000000","13000000000","7904116624.537","34500000000","4600000000","0","0","551"
"549","55","8","1000000000","620945332.205822","102680472.347216","1000000000","1000000000","13000000000","8072289318.676","34500000000","4600000000","0","0","551"
"550","55","9","1000000000","633881693.293443","105792001.812283","1000000000","1000000000","13000000000","8240462012.815","34500000000","4600000000","0","0","551"
"551","56","0","1000000000","750308943.082035","108903531.27735","1000000000","1000000000","13000000000","9754016260.066","34500000000","4600000000","2147483647","2147483647","561"
"552","56","1","1000000000","769066666.659085","113259672.528444","1000000000","1000000000","13000000000","9997866666.568","34500000000","4600000000","0","0","561"
"553","56","2","1000000000","787824390.236136","117615813.779538","1000000000","1000000000","13000000000","10241717073.07","34500000000","4600000000","0","0","561"
"554","56","3","1000000000","806582113.813187","121971955.030632","1000000000","1000000000","13000000000","10485567479.571","34500000000","4600000000","0","0","561"
"555","56","4","1000000000","825339837.390238","126328096.281726","1000000000","1000000000","13000000000","10729417886.073","34500000000","4600000000","0","0","561"
"556","56","5","1000000000","844097560.967289","130684237.53282","1000000000","1000000000","13000000000","10973268292.575","34500000000","4600000000","0","0","561"
"557","56","6","1000000000","862855284.54434","135040378.783914","1000000000","1000000000","13000000000","11217118699.076","34500000000","4600000000","0","0","561"
"558","56","7","1000000000","881613008.121391","139396520.035008","1000000000","1000000000","13000000000","11460969105.578","34500000000","4600000000","0","0","561"
"559","56","8","1000000000","900370731.698442","143752661.286102","1000000000","1000000000","13000000000","11704819512.08","34500000000","4600000000","0","0","561"
"560","56","9","1000000000","919128455.275492","148108802.537196","1000000000","1000000000","13000000000","11948669918.581","34500000000","4600000000","0","0","561"
"561","57","0","1000000000","1000000000","152464943.78829","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","571"
"562","57","1","1000000000","1000000000","158563541.539822","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"563","57","2","1000000000","1000000000","164662139.291353","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"564","57","3","1000000000","1000000000","170760737.042885","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"565","57","4","1000000000","1000000000","176859334.794416","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"566","57","5","1000000000","1000000000","182957932.545948","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"567","57","6","1000000000","1000000000","189056530.29748","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"568","57","7","1000000000","1000000000","195155128.049011","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"569","57","8","1000000000","1000000000","201253725.800543","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"570","57","9","1000000000","1000000000","207352323.552074","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","571"
"571","58","0","1000000000","1000000000","213450921.303606","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","581"
"572","58","1","1000000000","1000000000","221988958.15575","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"573","58","2","1000000000","1000000000","230526995.007894","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"574","58","3","1000000000","1000000000","239065031.860039","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"575","58","4","1000000000","1000000000","247603068.712183","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"576","58","5","1000000000","1000000000","256141105.564327","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"577","58","6","1000000000","1000000000","264679142.416471","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"578","58","7","1000000000","1000000000","273217179.268616","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"579","58","8","1000000000","1000000000","281755216.12076","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"580","58","9","1000000000","1000000000","290293252.972904","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","581"
"581","59","0","1000000000","1000000000","298831289.825048","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","591"
"582","59","1","1000000000","1000000000","310784541.41805","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"583","59","2","1000000000","1000000000","322737793.011052","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"584","59","3","1000000000","1000000000","334691044.604054","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"585","59","4","1000000000","1000000000","346644296.197056","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"586","59","5","1000000000","1000000000","358597547.790058","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"587","59","6","1000000000","1000000000","370550799.38306","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"588","59","7","1000000000","1000000000","382504050.976062","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"589","59","8","1000000000","1000000000","394457302.569064","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"590","59","9","1000000000","1000000000","406410554.162066","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","591"
"591","60","0","1000000000","1000000000","418363805.755067","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","601"
"592","60","1","1000000000","1000000000","435098357.98527","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"593","60","2","1000000000","1000000000","451832910.215473","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"594","60","3","1000000000","1000000000","468567462.445676","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"595","60","4","1000000000","1000000000","485302014.675878","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"596","60","5","1000000000","1000000000","502036566.906081","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"597","60","6","1000000000","1000000000","518771119.136284","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"598","60","7","1000000000","1000000000","535505671.366486","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"599","60","8","1000000000","1000000000","552240223.596689","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"600","60","9","1000000000","1000000000","568974775.826892","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","601"
"601","61","0","1000000000","1000000000","585709328.057094","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","611"
"602","61","1","1000000000","1000000000","609137701.179378","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"603","61","2","1000000000","1000000000","632566074.301662","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"604","61","3","1000000000","1000000000","655994447.423946","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"605","61","4","1000000000","1000000000","679422820.54623","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"606","61","5","1000000000","1000000000","702851193.668513","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"607","61","6","1000000000","1000000000","726279566.790797","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"608","61","7","1000000000","1000000000","749707939.913081","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"609","61","8","1000000000","1000000000","773136313.035365","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"610","61","9","1000000000","1000000000","796564686.157648","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","611"
"611","62","0","1000000000","1000000000","819993059.279932","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","621"
"612","62","1","1000000000","1000000000","852792781.65113","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"613","62","2","1000000000","1000000000","885592504.022327","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"614","62","3","1000000000","1000000000","918392226.393524","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"615","62","4","1000000000","1000000000","951191948.764721","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"616","62","5","1000000000","1000000000","983991671.135918","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"617","62","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"618","62","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"619","62","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"620","62","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","621"
"621","63","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","631"
"622","63","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"623","63","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"624","63","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"625","63","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"626","63","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"627","63","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"628","63","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"629","63","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"630","63","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","631"
"631","64","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","641"
"632","64","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"633","64","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"634","64","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"635","64","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"636","64","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"637","64","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"638","64","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"639","64","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"640","64","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","641"
"641","65","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","651"
